Theta1: 0;Theta2: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RFC;82.977;83.553;82.484;82.237;82.977;84.622;83.059;82.401;83.882;84.293;81.497;84.622;82.566;81.99;81.908;82.155;81.414;85.609;83.882;82.401;82.895;83.553;82.484;81.25;82.648;80.345;83.388;83.717;82.072;80.51;83.388;81.497;81.497;82.73;80.921;82.484;83.553;82.73;83.882;81.579;82.566;81.332;82.648;82.237;83.224;81.661;82.566;82.895;82.484;82.072;83.635;82.895;83.882;84.786;83.224;83.306;82.73;81.743;81.99;83.059;82.484;82.566;82.072;81.086;81.003;82.73;83.059;82.155;82.155;82.484;82.072;82.566;82.977;81.826;83.635;83.059;81.908;82.977;82.319;81.168;82.484;83.47;83.47;82.155;83.553;82.237;83.388;83.799;81.003;83.059;82.895;82.401;81.168;82.566;83.306;82.648;81.826;83.47;81.168;82.484
KNN;91.53;92.845;92.105;92.023;91.365;92.188;93.503;92.105;91.283;93.503;92.188;91.283;92.434;91.201;90.214;91.201;91.036;92.188;92.023;91.612;91.776;93.01;90.461;92.105;91.859;91.365;92.188;93.339;91.53;92.105;92.188;91.612;91.118;92.023;89.885;92.023;92.352;91.036;92.599;90.625;91.694;91.447;92.188;91.612;91.694;90.707;91.941;91.612;92.352;90.954;91.53;91.283;92.105;92.188;91.941;92.27;91.53;90.214;91.612;92.434;92.27;91.859;90.707;91.612;90.707;92.188;92.105;92.352;93.01;91.941;92.434;91.612;92.681;92.599;91.283;92.845;92.845;92.516;91.612;91.612;91.694;91.612;91.447;89.967;91.201;91.694;90.378;92.845;91.776;92.27;92.188;92.352;88.816;91.859;92.27;93.01;91.118;92.27;90.954;91.776
GNB;87.829;89.885;88.98;88.98;88.898;89.803;89.556;89.474;87.747;89.391;89.309;89.474;90.132;88.816;88.322;88.569;86.678;89.72;89.967;89.145;89.72;90.132;88.487;89.391;89.638;87.336;89.391;90.132;88.076;88.24;89.145;88.405;88.076;89.556;86.266;88.898;89.145;88.24;88.898;88.076;89.391;88.158;89.227;88.569;90.378;89.062;89.145;89.062;88.898;89.062;89.145;89.638;90.378;91.118;88.487;89.556;87.418;87.5;88.98;89.474;89.391;87.911;87.747;88.405;88.898;90.378;89.062;88.24;90.625;89.885;89.391;90.543;90.049;90.049;89.638;90.296;89.72;89.803;90.049;89.062;89.72;89.638;88.898;87.829;87.993;87.829;88.98;89.967;89.062;89.885;89.474;88.405;87.911;88.898;89.885;90.214;88.569;89.967;86.842;90.214
SVM;89.227;90.543;88.569;89.72;88.651;89.885;89.885;88.651;87.911;90.214;88.898;89.556;89.227;89.556;88.651;88.322;87.829;88.734;89.227;89.391;89.309;89.967;87.5;88.98;89.638;88.322;89.391;91.118;87.582;88.24;89.474;88.24;88.569;89.885;87.253;88.405;90.543;87.829;88.816;89.145;90.132;87.993;88.24;88.98;90.543;88.898;88.734;87.664;89.227;88.487;88.651;87.829;89.638;88.569;88.24;88.898;88.816;88.487;88.487;88.076;88.651;88.569;86.513;89.885;88.158;88.651;88.569;88.405;89.309;88.98;90.707;89.803;89.062;87.664;87.747;89.885;88.405;90.872;88.898;87.911;88.569;88.24;87.993;87.007;88.898;89.391;88.405;89.062;88.076;89.803;89.474;88.24;87.582;88.405;89.227;89.967;87.993;89.474;87.089;89.638
Theta1: 0;Theta2: 0.273181969877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RFC;85.033;84.539;84.457;86.349;83.059;85.855;85.609;84.293;82.237;84.868;83.717;83.799;82.812;82.73;82.484;84.868;83.799;86.102;85.28;84.375;84.293;85.115;82.73;84.293;83.388;82.977;86.02;85.28;82.155;82.237;84.211;84.128;83.141;83.882;82.155;83.635;85.115;82.319;84.539;82.155;84.293;84.539;85.938;84.539;84.375;83.141;85.197;84.951;83.141;84.375;85.115;83.799;84.457;85.444;84.951;83.964;84.293;83.306;83.553;83.553;85.444;84.457;82.895;84.868;83.306;84.128;84.457;83.799;83.799;84.704;86.102;84.046;85.938;82.977;85.444;84.704;87.007;85.526;84.211;84.128;84.704;85.033;83.388;82.401;83.882;84.868;83.059;86.102;82.812;84.457;83.882;84.211;82.977;83.717;85.115;84.786;83.964;85.115;83.224;83.799
KNN;92.928;92.928;92.27;92.681;92.105;92.928;93.75;93.421;92.188;93.257;92.023;91.776;92.352;92.105;91.447;91.941;91.365;93.01;92.928;92.352;92.928;93.174;91.859;91.941;92.188;91.036;92.27;93.257;91.859;92.188;92.27;92.352;91.447;92.928;90.707;93.01;94.408;92.352;92.023;91.365;92.023;91.941;92.599;93.668;92.516;92.023;92.681;92.352;92.516;92.845;92.27;92.434;92.516;93.503;92.516;94.408;92.845;91.941;92.023;93.092;92.434;92.599;91.941;92.27;91.941;92.599;92.928;92.105;93.421;92.434;93.01;92.352;93.01;93.421;92.681;93.257;93.75;93.257;92.599;92.845;91.859;93.092;92.023;90.543;92.105;92.516;90.954;93.421;92.845;93.75;92.599;92.763;90.872;92.27;92.928;92.188;93.092;93.75;91.365;92.434
GNB;89.145;90.625;90.049;91.201;91.859;89.72;91.201;90.461;89.72;91.036;89.885;90.214;90.214;90.872;90.543;89.474;89.062;91.201;90.707;89.885;91.201;90.954;88.405;91.612;90.296;87.993;90.461;91.53;89.474;91.036;90.214;90.707;89.885;91.694;88.487;90.132;90.954;90.461;90.625;88.734;89.803;89.391;92.516;90.214;91.447;89.309;90.214;90.954;90.132;90.872;90.132;91.283;90.954;91.118;88.816;91.447;88.734;89.803;89.72;91.118;90.049;90.214;89.474;90.789;90.625;90.625;89.885;89.967;90.789;90.872;90.954;91.201;91.118;91.201;91.036;91.201;91.201;91.118;90.132;90.707;92.188;91.365;90.378;88.898;90.707;90.378;90.296;91.694;90.625;91.447;91.447;90.214;89.391;91.447;91.447;92.023;89.638;91.447;88.651;90.461
SVM;91.036;92.105;91.283;91.776;90.625;91.036;92.27;90.707;89.967;91.036;91.201;90.296;90.461;90.461;90.789;90.461;88.898;90.707;91.859;90.872;92.023;91.283;90.954;91.036;90.049;89.227;90.707;92.105;90.543;91.036;91.612;91.447;90.214;92.188;89.227;90.707;91.776;89.309;91.941;90.543;91.201;89.885;92.352;90.872;92.434;90.461;92.27;91.612;90.625;91.612;91.612;91.201;91.365;90.789;90.296;91.447;90.543;90.378;90.625;91.365;90.543;90.707;89.309;91.118;90.954;91.612;90.378;90.954;91.118;90.872;91.776;91.447;91.201;91.283;90.872;91.036;91.365;92.352;91.036;91.365;90.625;92.352;90.214;90.214;90.543;91.53;88.898;91.941;91.118;93.174;90.954;91.036;89.885;90.378;90.625;91.694;89.803;91.941;89.227;91.365
Theta1: 0;Theta2: 0.546363939755;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RFC;83.306;86.431;85.033;85.444;82.648;85.362;84.457;85.526;85.033;85.526;82.401;83.717;85.773;83.388;82.648;84.868;84.868;85.773;85.609;85.28;85.362;86.184;85.115;84.046;83.388;83.553;84.046;85.691;84.457;83.224;84.539;84.786;83.799;85.115;82.895;83.553;84.786;83.059;84.128;83.47;84.704;84.046;84.457;84.457;85.773;83.799;86.184;83.964;83.47;86.349;85.362;84.539;85.115;84.951;85.691;85.444;84.293;82.648;82.648;86.431;84.457;83.964;83.306;85.362;82.977;84.293;84.375;83.141;84.375;84.457;85.197;86.513;85.115;85.197;85.28;86.184;84.211;86.184;84.868;85.526;85.28;85.115;85.033;83.799;84.622;85.938;83.717;85.362;83.635;84.293;85.28;85.526;83.47;85.938;84.951;85.773;84.786;85.938;83.388;84.786
KNN;92.763;93.01;93.339;93.174;92.845;93.257;93.75;94.161;92.763;93.668;91.776;91.776;92.681;91.859;91.201;92.27;91.859;93.421;92.516;91.941;93.092;93.421;92.434;92.516;91.941;91.365;92.845;93.997;92.681;91.859;92.763;92.434;92.188;93.421;91.53;92.27;93.668;92.434;92.352;92.023;92.105;91.694;92.27;93.339;93.421;91.694;92.27;92.434;92.516;92.516;92.105;93.01;93.174;93.914;93.174;93.339;92.845;92.352;90.954;93.668;92.845;92.516;92.023;92.681;91.612;92.845;92.105;92.681;93.257;92.188;93.01;93.257;92.434;93.586;92.845;93.01;93.832;93.174;92.845;92.681;92.434;92.681;91.859;92.188;92.763;92.763;91.776;93.092;92.516;93.914;92.599;92.845;91.53;92.188;93.01;93.257;92.27;94.326;91.036;92.516
GNB;90.872;91.036;91.201;90.789;91.53;90.872;91.365;91.694;90.296;91.694;90.461;90.954;91.036;91.53;90.707;89.638;89.309;90.872;91.447;90.954;92.105;91.365;91.283;91.283;90.461;88.487;90.625;91.53;90.214;91.283;91.118;91.283;89.474;91.776;88.651;90.543;92.188;91.283;90.707;90.049;90.789;90.214;92.105;90.378;92.352;90.789;90.872;92.27;92.023;90.954;90.461;91.365;91.365;91.694;90.789;92.023;91.53;89.638;89.145;91.53;91.694;90.214;89.72;91.53;89.72;90.789;90.378;90.049;92.105;90.543;91.776;91.859;92.023;92.599;92.27;91.694;93.174;91.694;91.118;91.201;92.352;92.352;89.967;91.118;90.461;90.625;90.214;91.283;90.378;92.434;92.105;90.707;89.72;91.036;91.118;91.941;91.201;92.516;88.405;91.694
SVM;90.872;91.776;90.872;92.27;91.612;90.707;91.365;91.941;90.789;92.188;91.694;91.201;91.201;91.118;90.954;91.201;89.967;92.023;91.694;91.941;92.188;92.023;90.543;90.625;90.707;89.803;91.694;91.694;91.365;90.954;91.036;91.447;90.543;92.434;90.214;91.694;92.763;90.625;89.638;90.625;91.283;90.378;92.763;91.53;92.599;91.612;90.378;91.447;91.694;90.789;89.227;92.105;92.105;92.023;90.789;91.694;91.365;89.556;90.296;91.941;91.118;91.776;89.803;91.53;91.118;90.049;91.447;90.296;91.365;91.365;92.105;91.941;91.694;91.859;91.283;91.365;91.447;92.434;90.872;91.53;91.201;92.845;90.378;91.118;91.283;91.941;90.378;91.859;91.201;93.997;91.612;90.461;89.885;90.378;92.434;92.516;90.625;92.516;89.474;91.612
Theta1: 0;Theta2: 0.819545909632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RFC;82.319;85.444;84.951;84.704;83.47;84.704;85.197;84.457;84.046;84.293;84.539;84.868;84.211;82.977;83.553;85.033;82.484;83.799;85.691;84.868;84.457;85.938;83.224;83.388;83.141;82.155;84.293;86.349;82.155;83.964;83.306;83.717;84.046;85.609;83.059;84.293;83.388;84.293;82.977;82.566;82.73;82.648;83.799;84.539;84.539;83.717;84.868;83.553;85.362;85.115;82.977;83.799;83.882;83.799;83.964;83.882;83.553;84.457;84.046;84.211;84.622;84.375;83.882;83.059;83.717;85.609;83.882;83.964;84.211;83.47;83.388;84.046;84.211;85.115;84.786;84.704;86.184;84.211;82.895;84.951;86.349;84.704;85.033;83.306;82.401;83.799;84.704;85.033;83.059;83.964;85.855;84.539;83.717;82.566;84.293;84.951;84.457;85.197;82.237;84.457
