Theta1: 0;Theta2: 0
RFC;71.000;67.615;70.923;70.231;70.923;69.000;68.769;72.769;69.923;67.923;69.846;69.538;67.846;70.846;69.231;68.538;72.615;70.692;69.385;72.154;73.846;69.538;70.462;71.769;69.000;67.615;70.769;68.615;70.462;68.846;68.231;67.154;70.615;69.846;66.077;69.231;69.615;68.385;68.615;69.462;70.846;67.385;71.692;73.154;70.769;67.923;69.615;70.231;72.077;68.692;69.154;69.308;70.231;66.846;71.462;70.846;72.077;68.000;67.538;70.308;65.231;70.692;67.538;73.000;70.846;69.000;73.692;70.846;70.692;69.538;70.154;71.462;70.077;68.154;72.000;69.231;71.846;70.000;72.538;69.846;70.615;67.923;70.154;73.692;69.385;69.231;71.385;70.692;69.538;68.769;70.077;71.000;70.231;68.154;70.462;71.538;68.462;72.692;69.769;71.077
KNN;98.077;97.538;97.077;97.385;96.538;96.615;97.462;98.462;98.000;98.000;98.308;97.923;97.846;97.769;97.615;98.462;97.692;97.769;97.308;97.846;97.769;97.538;97.538;97.769;98.154;97.692;97.923;97.231;98.462;97.308;98.154;97.846;97.846;97.308;98.077;97.615;97.769;97.692;98.538;97.615;98.231;97.615;96.769;98.462;97.846;96.923;97.538;96.769;97.692;97.615;98.000;97.692;97.462;97.615;97.769;97.538;97.615;97.154;97.000;97.308;97.077;98.000;97.769;97.923;97.538;97.538;97.846;97.769;96.538;97.538;96.923;97.846;97.615;97.462;97.308;98.077;98.846;97.923;98.077;97.462;97.385;97.538;97.077;98.000;97.692;97.231;97.462;97.538;97.692;97.385;97.538;97.308;97.846;96.923;97.462;97.462;97.923;97.308;98.154;97.692
GNB;96.923;96.769;97.077;96.769;95.692;96.538;96.000;97.154;95.692;97.462;97.000;96.846;96.385;97.000;96.615;97.154;97.154;96.231;95.692;97.692;96.692;96.308;96.231;96.077;97.385;96.692;96.769;95.923;98.154;96.385;97.615;96.308;96.923;95.615;97.769;95.846;96.231;97.154;97.077;96.615;97.385;97.615;96.231;96.923;96.769;96.308;96.692;96.154;96.385;96.154;96.462;97.462;97.077;97.077;96.385;96.385;97.077;95.692;97.154;96.692;95.923;96.692;96.846;97.000;96.846;96.846;96.385;96.231;95.462;96.308;95.846;96.538;97.154;97.000;96.692;96.846;96.846;97.154;96.385;96.231;96.769;97.077;97.231;97.308;96.692;96.385;96.615;96.462;96.308;97.923;97.000;97.000;95.769;95.769;96.385;97.231;97.077;96.692;96.769;96.154
SVM;96.615;95.692;95.615;96.077;95.231;95.154;94.923;96.538;95.923;96.154;96.385;96.077;95.154;95.538;95.923;96.538;95.923;95.615;94.615;96.538;95.923;96.154;95.385;95.846;96.769;95.846;96.538;94.769;96.615;95.385;96.769;95.000;97.077;95.231;96.846;95.923;95.769;95.231;96.154;96.000;96.538;96.000;95.231;96.308;96.308;95.154;96.000;95.692;95.769;96.231;95.846;96.154;95.923;96.615;96.077;95.308;96.000;95.538;95.615;95.692;95.692;96.231;96.385;95.846;95.692;95.769;96.000;96.385;95.077;95.769;95.385;96.000;95.923;95.923;96.462;95.923;96.308;95.385;95.308;95.308;95.846;96.308;95.769;96.769;96.308;95.538;96.231;96.000;95.615;95.923;96.077;95.538;95.231;94.923;95.769;95.538;95.923;95.769;96.308;95.923
Theta1: 0;Theta2: 0.273181969877
RFC;66.077;65.077;67.462;68.077;66.231;65.154;65.846;68.538;67.385;66.462;67.231;65.923;64.231;62.769;66.769;66.231;64.692;65.769;65.154;65.923;69.385;67.538;67.769;67.538;66.000;65.923;65.308;63.923;65.692;65.385;66.846;65.538;65.462;65.385;68.077;64.846;67.538;68.769;65.769;65.615;67.846;64.231;63.923;66.077;65.231;64.077;66.385;66.615;65.692;66.000;65.462;67.077;69.308;63.538;65.615;64.538;67.000;64.154;68.000;66.308;63.154;70.615;65.462;64.692;66.385;66.615;65.462;66.615;69.154;64.462;63.538;67.308;66.077;62.923;65.154;68.077;66.462;67.000;66.462;66.462;67.538;67.692;67.308;68.846;65.923;66.154;65.385;64.231;65.538;66.538;66.923;65.231;64.615;65.385;67.154;65.769;65.923;71.692;67.615;66.769
KNN;96.923;96.923;96.462;97.538;96.077;96.231;96.615;97.769;97.615;97.462;97.615;97.462;97.231;97.154;96.923;98.077;97.692;96.923;96.231;97.154;97.385;97.385;97.077;96.692;98.154;97.538;96.769;96.692;98.231;96.769;97.692;96.385;97.308;97.231;96.923;97.154;97.385;96.923;97.923;97.000;97.385;97.615;97.462;97.615;97.385;96.769;97.000;96.769;96.154;97.308;97.769;97.615;98.077;97.769;97.846;96.769;97.154;97.077;97.385;97.385;96.846;97.231;97.923;97.231;97.308;97.308;97.231;97.231;96.615;96.615;96.923;97.385;97.692;97.308;97.154;97.692;97.692;97.231;97.231;96.692;97.231;97.385;97.692;98.154;97.077;97.000;96.846;97.077;97.077;96.385;97.308;97.154;96.385;96.308;96.692;96.846;97.769;96.923;97.462;96.923
GNB;96.077;95.769;96.615;96.538;94.846;95.385;95.462;96.923;96.308;96.846;96.692;96.308;96.385;95.615;95.308;96.769;96.923;95.538;96.077;95.923;97.000;96.154;96.231;95.923;96.769;96.462;95.769;95.769;97.308;96.154;96.462;95.846;95.538;95.308;96.615;95.692;96.308;96.538;97.154;96.615;96.846;96.769;97.077;96.385;96.385;95.538;96.385;95.846;95.077;95.846;96.538;96.385;96.154;96.692;96.308;96.308;96.538;95.769;96.846;95.077;95.846;96.077;96.846;96.154;96.538;97.231;96.000;96.692;95.385;95.154;95.385;96.231;96.846;96.308;96.615;96.846;96.385;96.385;96.923;95.846;96.538;96.538;97.231;96.769;96.000;96.077;95.769;94.846;96.538;96.308;96.385;96.923;95.615;95.154;95.000;96.000;96.462;96.462;96.615;95.538
SVM;94.615;94.385;94.231;95.231;94.846;95.000;94.385;96.231;94.923;95.538;95.692;95.538;94.923;95.615;95.231;95.692;95.615;94.462;94.077;95.692;95.846;95.462;95.538;95.769;96.000;94.923;95.308;93.923;96.462;94.769;95.692;94.692;96.077;94.769;95.538;94.385;94.308;95.231;96.154;95.846;96.000;96.000;94.538;95.000;95.923;94.462;95.538;94.923;94.462;94.538;95.385;96.692;95.308;95.308;95.154;94.538;95.615;94.692;94.923;94.692;94.923;96.231;96.769;96.077;94.615;95.769;95.846;95.923;95.462;94.077;94.231;95.308;95.615;95.692;95.462;95.000;95.538;95.077;95.462;94.385;95.077;95.692;95.692;95.846;95.077;95.385;94.615;94.538;95.615;95.462;95.462;95.385;95.077;95.769;95.154;95.154;95.077;95.000;95.846;95.615
Theta1: 0;Theta2: 0.546363939755
