0;49.865;4.15683;90.965;2.20143;66.455;3.85363;22.68;4.08076
0.012271846;49.655;4.20696;90.985;2.15343;66.715;4.01762;22.205;3.29173
0.024543693;49.915;3.46991;90.98;2.11769;66.665;4.22259;22.42;4.21943
0.036815539;49.96;4.39868;90.945;2.1551;66.7;3.96358;21.84;3.40285
0.049087385;50.28;4.46056;90.92;2.2223;66.865;4.09198;22.93;4.49834
0.061359232;49.72;4.49295;90.965;2.18318;67.225;4.12455;22.305;3.8948
0.073631078;49.845;4.0686;90.845;2.20873;67.535;4.06218;22.09;3.38923
0.085902924;49.43;4.24029;90.79;2.23962;66.93;3.76498;21.695;3.58113
0.09817477;49.905;4.12171;90.775;2.31017;67.015;3.58849;22.125;4.03012
0.110446617;49.845;4.42984;90.81;2.28886;66.8;3.76231;22.255;4.45
0.122718463;49.12;3.51363;90.8;2.23159;66.735;3.83696;21.65;3.50393
0.134990309;49.87;4.43938;90.63;2.39439;66.87;3.38867;22.225;4.25287
0.147262156;49.53;4.05267;90.695;2.39363;66.625;3.46509;22.535;3.74116
0.159534002;49.875;3.83756;90.765;2.31025;66.76;3.95947;22.495;4.55439
0.171805848;49.985;4.25996;90.72;2.25978;66.49;4.38861;22.105;4.11175
0.184077695;50.355;4.02262;90.76;2.23549;66.365;4.15563;22.2;3.7716
0.196349541;49.21;3.8283;90.83;2.1957;66.215;3.96942;22.33;4.47785
0.208621387;49.93;4.74079;90.82;2.25335;66.625;3.81666;22.62;5.36569
0.220893233;49.565;4.28349;90.785;2.19574;66.54;3.69302;21.865;3.92674
0.23316508;49.075;4.35165;90.8;2.23607;66.42;3.73009;21.42;3.8644
0.245436926;48.91;3.58983;90.795;2.32497;66.155;3.78596;22.265;4.81999
0.257708772;49.17;4.4605;90.87;2.35544;66.22;3.69954;22.295;4.67926
0.269980619;49.645;4.00955;90.88;2.32392;65.99;3.5979;22.12;5.88987
0.282252465;49.35;4.23586;90.785;2.3508;66.07;3.72828;22.05;5.57248
0.294524311;48.76;4.20564;90.705;2.32604;66.43;3.66335;21.67;3.89886
0.306796158;49.04;3.7694;90.72;2.28945;66.155;3.83516;21.855;5.35271
0.319068004;49.06;4.18526;90.69;2.28668;66.35;3.71046;21.92;4.88299
0.33133985;48.98;4.27956;90.705;2.24287;66.085;3.96992;22.52;6.67867
0.343611696;49.245;3.8409;90.76;2.22315;66.36;3.72765;22.15;4.39005
0.355883543;49.14;4.17677;90.755;2.24109;66.375;3.86547;22.08;5.4643
0.368155389;48.875;4.19307;90.745;2.18002;66.27;3.56049;22.65;6.9273
0.380427235;49.135;4.74966;90.735;2.20279;65.855;3.73048;22.48;6.77861
0.392699082;49.105;4.10079;90.72;2.21508;65.42;3.7608;21.635;5.23252
0.404970928;48.95;3.8662;90.755;2.14883;65.425;3.81404;22.675;6.33063
0.417242774;49.4;3.99437;90.725;2.12765;65.5;3.98623;22.005;4.99074
0.429514621;48.81;4.05264;90.63;2.14432;66.03;3.91907;21.6;3.67151
0.441786467;48.94;4.0849;90.605;2.19009;66.12;3.88531;22.075;5.08841
0.454058313;49.475;4.46843;90.51;2.32484;66.18;3.89584;23.155;7.40226
0.46633016;49.285;4.36535;90.555;2.38316;66.045;3.84259;22.125;4.42118
0.478602006;49;3.70405;90.435;2.37029;66.225;3.95119;22.2;5.52223
