0;78.700;3.26497;96.715;1.41643;91.185;2.19733;94.585;1.45268
0.0122718463031;78.020;3.65166;96.690;1.50960;90.975;2.52327;94.460;1.47425
0.0245436926062;78.800;3.16544;96.770;1.37372;91.270;2.48739;94.515;1.63318
0.0368155389093;78.220;3.31762;96.660;1.41400;91.070;2.71479;94.490;1.51159
0.0490873852123;78.580;2.95696;96.755;1.39552;91.165;2.41977;94.480;1.48815
0.0613592315154;78.040;3.35759;96.650;1.49917;91.340;2.62762;94.605;1.62064
0.0736310778185;78.015;3.51245;96.720;1.37535;91.475;2.27418;94.560;1.52689
0.0859029241216;78.290;2.95142;96.710;1.41806;91.225;2.47424;94.565;1.55025
0.0981747704247;78.170;3.08644;96.675;1.42894;91.075;2.41803;94.430;1.46803
0.110446616728;78.280;2.88385;96.725;1.35900;91.150;2.51446;94.575;1.57063
0.122718463031;77.980;3.44668;96.675;1.41664;91.080;2.38088;94.575;1.45667
0.134990309334;78.020;3.63313;96.705;1.39659;91.190;2.28230;94.590;1.51885
0.147262155637;77.955;3.19773;96.730;1.40609;91.135;2.43809;94.565;1.47251
0.15953400194;78.570;3.10807;96.725;1.35900;91.455;2.33784;94.530;1.55052
0.171805848243;78.115;3.81763;96.775;1.38632;91.015;2.54210;94.575;1.52868
0.184077694546;78.690;3.01395;96.720;1.33101;91.160;2.60565;94.695;1.51970
0.196349540849;78.055;2.89214;96.675;1.42544;91.435;2.25017;94.625;1.53358
0.208621387152;78.310;3.13989;96.750;1.51245;91.165;2.25616;94.485;1.59288
0.220893233456;78.370;3.66375;96.775;1.33674;91.060;2.25973;94.545;1.54612
0.233165079759;77.685;3.62468;96.780;1.39879;91.125;2.37526;94.540;1.43297
0.245436926062;78.240;3.33578;96.725;1.37545;91.215;2.37829;94.620;1.44243
0.257708772365;78.450;2.95931;96.770;1.40253;91.210;2.35816;94.615;1.50142
0.269980618668;78.345;3.41518;96.655;1.32230;90.855;2.46404;94.510;1.60776
0.282252464971;78.445;3.39772;96.710;1.44772;91.135;2.53067;94.395;1.59890
0.294524311274;78.420;3.53109;96.665;1.44578;91.260;2.46727;94.545;1.52167
0.306796157577;78.325;3.51239;96.635;1.40509;91.240;2.38902;94.495;1.45344
0.31906800388;77.635;3.35697;96.655;1.50448;90.810;2.58919;94.565;1.52914
0.331339850183;78.265;3.68948;96.645;1.49046;91.080;2.49872;94.545;1.49515
0.343611696486;78.485;3.03764;96.780;1.37354;90.960;2.29203;94.485;1.61005
0.355883542789;78.225;3.20732;96.690;1.37801;91.055;2.31613;94.505;1.55482
0.368155389093;77.860;3.38606;96.665;1.40010;90.960;2.42351;94.445;1.54579
0.380427235396;78.015;3.32299;96.655;1.48104;90.865;2.47068;94.600;1.48324
0.392699081699;78.840;3.05195;96.790;1.30419;91.350;2.27101;94.510;1.42123
0.404970928002;78.110;3.56411;96.725;1.37908;91.015;2.30592;94.550;1.40801
0.417242774305;78.375;3.41275;96.705;1.40552;91.265;2.49745;94.440;1.47526
0.429514620608;78.925;2.91580;96.700;1.34722;90.875;2.41493;94.575;1.48050
0.441786466911;77.465;3.98764;96.665;1.32109;90.975;2.24095;94.620;1.50685
