0;0;70.058;1.72803;97.638;0.43166;96.675;0.54573;95.88;0.50246
0;0.17951958;66.671;1.64691;97.205;0.43091;96.249;0.58896;95.327;0.61349
0;0.35903916;66.462;1.73659;97.17;0.49114;96.211;0.65557;95.228;0.57357
0;0.538558741;66.108;1.42908;97.272;0.48741;96.292;0.63851;95.224;0.6126
0;0.718078321;65.885;1.55238;97.292;0.51765;96.345;0.59311;95.189;0.59559
0;0.897597901;65.504;1.65202;97.165;0.54426;96.252;0.56942;94.98;0.61284
0;1.077117481;64.882;1.65442;97.116;0.55036;96.21;0.63141;94.842;0.63706
0;1.256637061;64.904;1.5234;97.103;0.44552;96.19;0.58436;94.751;0.53384
0;1.436156642;63.745;1.98189;97.056;0.44931;96.077;0.60383;94.729;0.58253
0;1.615676222;63.281;1.57245;96.927;0.45305;95.869;0.64262;94.544;0.60091
0;1.795195802;62.474;1.57092;96.789;0.43455;95.685;0.54605;94.346;0.6367
0;1.974715382;61.506;1.46345;96.514;0.46434;95.532;0.57189;93.988;0.6191
0;2.154234962;59.933;1.6883;96.196;0.49307;95.385;0.61821;93.528;0.69928
0;2.333754543;58.441;1.85124;95.791;0.51774;95.051;0.58494;92.886;0.69175
0;2.513274123;56.444;1.97142;95.253;0.58201;94.636;0.69791;91.888;0.81621
0;2.692793703;54.122;1.84712;94.571;0.63387;93.959;0.73238;90.434;0.75632
0;2.872313283;51.411;1.89435;93.731;0.67627;93.098;0.72159;88.573;0.84162
0;3.051832863;49.298;1.62789;92.915;0.76366;92.177;0.77234;86.868;0.82886
0;3.231352444;49.428;1.65223;92.888;0.70143;91.855;0.8121;86.652;0.83102
0;3.410872024;51.114;1.62861;93.703;0.70686;92.512;0.73382;88.42;0.79818
0;3.590391604;53.282;1.62252;94.615;0.67192;93.475;0.74802;90.059;0.82065
0;3.769911184;56.045;1.61121;95.475;0.60755;94.35;0.75049;91.663;0.7286
0;3.949430765;58.27;1.95068;96.039;0.60691;95.056;0.69161;92.85;0.79914
0;4.128950345;59.568;1.75442;96.362;0.56668;95.39;0.62675;93.419;0.73977
0;4.308469925;61.094;1.61306;96.49;0.5393;95.581;0.60436;93.698;0.63211
0;4.487989505;61.872;1.46081;96.625;0.52866;95.693;0.59708;94.019;0.61983
0;4.667509085;62.6;1.67244;96.717;0.50288;95.822;0.50998;94.262;0.56516
0;4.847028666;63.31;1.72082;96.872;0.51604;95.978;0.61269;94.482;0.67715
0;5.026548246;63.835;1.51831;96.995;0.48721;95.99;0.57488;94.726;0.6481
0;5.206067826;64.884;1.66209;97.045;0.50279;96.122;0.64552;94.831;0.62992
0;5.385587406;65.69;1.64117;97.108;0.54012;96.227;0.57197;94.873;0.67573
0;5.565106986;65.6;1.52436;97.134;0.52955;96.201;0.60107;94.938;0.67377
0;5.744626567;65.798;1.59914;97.132;0.47795;96.2;0.56954;94.99;0.60311
0;5.924146147;66.002;1.36983;97.217;0.48399;96.206;0.54009;95.095;0.54448
0;6.103665727;66.171;1.59906;97.23;0.4691;96.231;0.53725;95.337;0.60743
0;6.283185307;69.734;1.50335;97.638;0.43166;96.675;0.54573;95.868;0.4921
0.17951958;0;66.185;1.7286;97.242;0.46064;96.213;0.54271;95.355;0.5986
0.17951958;0.17951958;69.811;1.55603;97.638;0.43166;96.675;0.54573;95.871;0.49636
0.17951958;0.35903916;66.542;1.75207;97.198;0.42472;96.248;0.62574;95.315;0.61183
0.17951958;0.538558741;65.995;1.68108;97.144;0.49622;96.18;0.63397;95.218;0.58432
0.17951958;0.718078321;65.982;1.75789;97.235;0.51203;96.26;0.67542;95.135;0.60785
0.17951958;0.897597901;65.768;1.71804;97.251;0.5109;96.307;0.62705;95.096;0.58969
0.17951958;1.077117481;64.875;1.60951;97.079;0.56343;96.185;0.59773;94.858;0.61852
0.17951958;1.256637061;64.484;1.54951;97.025;0.52692;96.172;0.61904;94.717;0.65107
0.17951958;1.436156642;64.362;1.42859;97.014;0.46491;96.082;0.59973;94.555;0.57278
0.17951958;1.615676222;63.345;1.56142;96.929;0.49527;95.851;0.58033;94.402;0.54315
0.17951958;1.795195802;62.136;1.60597;96.776;0.48652;95.636;0.63942;94.162;0.60967
0.17951958;1.974715382;60.979;1.80302;96.476;0.45686;95.418;0.59189;93.711;0.62928
0.17951958;2.154234962;59.198;1.82297;96.133;0.49838;95.145;0.6682;93.171;0.68254
0.17951958;2.333754543;57.349;1.80998;95.628;0.54208;94.783;0.6853;92.252;0.68024
0.17951958;2.513274123;54.986;1.71869;94.852;0.63987;94.123;0.71236;90.951;0.83507
0.17951958;2.692793703;52.168;1.73757;94.015;0.67181;93.332;0.71301;89.242;0.89032
0.17951958;2.872313283;49.94;1.76506;93.163;0.70613;92.393;0.80545;87.392;1.02634
0.17951958;3.051832863;48.266;1.59598;92.446;0.76406;91.495;0.77416;86.14;1.03228
0.17951958;3.231352444;50.072;1.60147;93.082;0.74093;92.028;0.69807;87.118;0.81302
0.17951958;3.410872024;52.005;1.68262;93.978;0.67096;92.818;0.7365;89.062;0.81129
0.17951958;3.590391604;54.443;1.65837;94.88;0.62751;93.793;0.73337;90.666;0.77178
0.17951958;3.769911184;56.625;1.60197;95.495;0.57772;94.4;0.68492;91.873;0.74978
0.17951958;3.949430765;58.527;1.70715;96.042;0.57103;94.935;0.69379;92.875;0.72852
0.17951958;4.128950345;60.478;1.6655;96.392;0.57733;95.428;0.64645;93.583;0.72717
0.17951958;4.308469925;61.546;1.69023;96.618;0.53254;95.659;0.63602;93.919;0.65798
