0;0;79.985;3.04832;97.370;1.24222;92.270;2.16266;94.945;1.55064
0;0.179519580205;80.095;3.26473;97.430;1.21041;91.980;2.39783;94.925;1.62231
0;0.35903916041;79.935;3.15330;97.410;1.13662;92.115;2.46866;95.090;1.40780
0;0.538558740615;79.850;3.44347;97.455;1.12048;92.115;2.42059;95.050;1.57718
0;0.718078320821;80.060;3.67986;97.565;1.08548;92.210;2.14147;95.050;1.48913
0;0.897597901026;80.365;2.79361;97.560;1.14516;92.190;2.00721;95.110;1.51423
0;1.07711748123;80.360;2.92240;97.540;1.11508;91.920;2.14327;94.895;1.59263
0;1.25663706144;80.110;3.10691;97.580;1.14175;92.345;2.47457;94.930;1.65834
0;1.43615664164;80.200;3.17490;97.570;1.09777;92.230;2.22870;94.880;1.58606
0;1.61567622185;80.180;3.04509;97.480;1.20399;92.470;2.20887;94.790;1.62200
0;1.79519580205;79.810;3.06250;97.370;1.21577;92.635;2.08189;94.805;1.59827
0;1.97471538226;79.910;3.16968;97.375;1.16270;92.265;2.12656;94.675;1.44978
0;2.15423496246;79.755;3.67457;97.310;1.18908;92.205;2.11789;94.575;1.48892
0;2.33375454267;79.015;3.43617;97.190;1.20992;91.990;2.15752;94.295;1.53638
0;2.51327412287;79.290;3.43743;97.090;1.29302;92.120;2.12382;94.345;1.52101
0;2.69279370308;78.925;3.01029;97.105;1.28704;91.865;2.28895;94.240;1.57556
0;2.87231328328;79.480;3.16695;97.085;1.30777;91.690;2.22349;94.040;1.58537
0;3.05183286349;79.130;3.08676;97.040;1.31469;92.030;2.39251;93.945;1.61384
0;3.23135244369;78.975;3.05727;97.120;1.25921;91.990;2.16100;94.040;1.70247
0;3.4108720239;78.935;3.20363;97.115;1.31121;92.200;2.28910;94.175;1.54171
0;3.5903916041;79.505;3.08909;97.280;1.25960;92.330;2.12158;94.495;1.57717
0;3.76991118431;79.610;3.28449;97.340;1.17021;92.435;2.09840;94.690;1.46762
0;3.94943076451;79.720;3.27362;97.435;1.15900;92.550;2.11719;95.040;1.53571
0;4.12895034472;79.810;2.93580;97.400;1.15974;92.580;2.19057;95.125;1.27745
0;4.30846992492;80.315;3.34414;97.445;1.25677;92.385;2.11761;95.005;1.41509
0;4.48798950513;80.675;2.95497;97.520;1.17030;92.255;2.40364;95.065;1.50442
0;4.66750908533;80.125;3.47518;97.490;1.22061;92.340;2.20440;94.995;1.56763
0;4.84702866554;80.340;3.42482;97.490;1.16615;92.240;2.32860;95.080;1.54713
0;5.02654824574;80.365;2.94266;97.390;1.29147;92.100;2.19203;94.915;1.45783
0;5.20606782595;79.780;2.92517;97.330;1.22315;92.060;2.19577;94.895;1.51541
0;5.38558740615;80.135;3.21936;97.250;1.24599;91.950;2.25776;94.875;1.56425
0;5.56510698636;79.300;2.87924;97.250;1.31244;92.225;2.35093;94.830;1.52352
0;5.74462656656;79.895;3.00524;97.215;1.26739;92.095;2.22789;94.845;1.58854
0;5.92414614677;80.085;3.40592;97.215;1.25749;92.355;2.09678;94.900;1.46287
0;6.10366572697;79.870;3.23544;97.360;1.16850;91.890;2.07555;95.010;1.45255
0;6.28318530718;79.775;2.87696;97.340;1.17873;92.045;2.31419;95.020;1.58101
0.179519580205;0;80.565;2.90229;97.310;1.25455;92.130;2.30827;95.035;1.45646
0.179519580205;0.179519580205;79.955;3.00757;97.375;1.14100;92.155;2.19624;94.935;1.58059
0.179519580205;0.35903916041;79.610;3.45730;97.380;1.15352;92.205;2.13904;94.995;1.61477
0.179519580205;0.538558740615;80.015;3.44199;97.465;1.10963;91.860;2.48604;95.270;1.62392
0.179519580205;0.718078320821;80.085;3.33096;97.510;1.19369;91.975;2.25652;95.090;1.59276
0.179519580205;0.897597901026;80.170;3.14024;97.600;1.09316;92.370;2.11024;95.155;1.45378
