0;0;41.390;2.67799;74.433;2.08742;63.318;2.85435;56.413;2.37865
0;0.179519580205;31.047;2.69274;66.763;2.28948;51.248;2.81058;48.565;2.37766
0;0.35903916041;30.777;2.69673;66.595;2.30997;51.127;2.68479;48.977;2.28530
0;0.538558740615;30.790;2.49993;66.627;2.25125;51.108;2.47418;49.642;2.09113
0;0.718078320821;30.812;2.24760;66.608;2.52840;50.788;2.94074;48.970;2.11462
0;0.897597901026;30.075;2.48558;66.060;2.18493;49.740;2.85480;48.222;2.05149
0;1.07711748123;30.122;2.74078;66.442;2.16762;49.850;2.87924;48.252;2.38786
0;1.25663706144;30.508;2.65788;66.427;2.34289;49.523;2.96207;48.307;2.41165
0;1.43615664164;30.770;2.63905;66.750;2.11690;49.767;3.13374;48.288;2.22244
0;1.61567622185;30.280;2.58512;66.763;2.24399;48.553;2.85160;48.085;2.33753
0;1.79519580205;29.845;2.51738;66.213;2.07225;48.585;2.82117;47.998;2.19730
0;1.97471538226;29.512;2.46991;65.487;2.31284;48.185;2.76306;47.028;1.99903
0;2.15423496246;28.535;2.44924;64.810;2.12342;47.483;2.94433;46.080;2.19171
0;2.33375454267;28.277;2.51319;64.103;2.20598;46.430;3.06086;45.318;2.30023
0;2.51327412287;27.098;2.39476;62.818;2.11538;45.530;2.96443;44.017;2.32655
0;2.69279370308;26.115;2.41128;61.682;2.20563;43.852;2.61034;42.983;2.16946
0;2.87231328328;26.020;2.43045;61.303;2.15850;43.278;2.69465;41.655;2.09696
0;3.05183286349;26.770;2.70779;62.595;2.23013;44.962;2.52324;41.900;2.34867
0;3.23135244369;26.870;2.61235;62.015;2.07208;45.328;2.86524;41.002;2.18589
0;3.4108720239;26.087;2.59865;60.760;2.15143;43.943;2.80487;40.102;2.34630
0;3.5903916041;26.015;2.66337;61.112;2.50858;45.085;2.92280;41.047;2.47707
0;3.76991118431;26.715;2.67512;61.502;2.61283;45.462;2.76007;41.578;2.29992
0;3.94943076451;27.247;2.46918;61.958;2.47993;45.380;2.91279;42.310;2.34017
0;4.12895034472;27.180;2.56639;62.542;2.57683;45.910;3.24702;43.355;2.35589
0;4.30846992492;26.933;2.36137;62.475;2.28158;46.788;3.07518;44.062;2.56549
0;4.48798950513;26.918;2.30463;62.428;2.02895;47.163;2.32631;44.447;2.00072
0;4.66750908533;27.567;2.55804;63.248;2.24207;47.557;2.74838;44.870;2.15681
0;4.84702866554;28.480;2.53640;64.188;2.40712;48.845;3.11102;45.608;2.42803
0;5.02654824574;29.155;2.70665;64.812;2.40790;49.337;3.17557;46.700;2.28309
0;5.20606782595;29.555;2.84684;65.090;2.36498;49.605;2.87058;47.343;2.13502
0;5.38558740615;29.843;2.73168;65.722;2.35847;50.172;2.69854;47.742;2.28212
0;5.56510698636;29.910;2.34774;66.308;2.27620;50.477;2.99000;48.120;2.07891
0;5.74462656656;30.637;2.83469;66.763;2.22244;51.040;2.81152;48.215;1.98589
0;5.92414614677;31.212;2.64253;66.627;2.13732;51.358;2.98732;48.650;2.20454
0;6.10366572697;30.850;2.77128;67.010;2.11274;51.153;2.84756;48.913;2.38206
0;6.28318530718;41.843;2.79299;74.433;2.08742;63.318;2.85435;56.468;2.39939
